subject block trial CurrentCondition TrialType CompType CurrentSampleIndex_1 CurrentSampleIndex_2 CurrentSample_1 CurrentSample_2 CurrentCue cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT cueValidity probe_loc probeMatch CurrentProbeSample correctProbeResp probeResp probeACC probemsecRT
OGWM_102_TBS 5 31 1 compatible cued_comp 4 1 down left 2 green L L 1 Time-out 421 473 1009 1109 valid 2 non-match right d d 1 503
OGWM_102_TBS 5 32 2 incompatible incomp 1 4 left down 2 orange U U 1 Time-out 465 535 1249 1487 valid 2 non-match up d d 1 996
OGWM_102_TBS 5 33 3 neutral neut_comp 3 2 up right X pink R R 1 Time-out 539 573 797 963 NA 2 match right s s 1 533
OGWM_102_TBS 5 34 2 incompatible incomp 3 4 up down 2 green L L 1 Time-out 543 577 837 969 valid 2 non-match left d d 1 632
OGWM_102_TBS 5 35 3 neutral neut_comp 4 2 down right X blue D D 1 Time-out 461 497 1139 1139 NA 1 match down s s 1 1375
OGWM_102_TBS 5 36 2 incompatible incomp 2 3 right up 1 blue D D 1 Time-out 703 903 1161 1295 valid 1 non-match down d d 1 1154
OGWM_102_TBS 6 1 1 compatible cued_comp 3 2 up right 1 orange U U 1 Time-out 3 37 953 542 valid 1 non-match left d d 1 506
OGWM_102_TBS 6 2 2 incompatible uncued_comp 4 3 down up 2 blue D D 1 Time-out 23 517 881 997 valid 2 non-match left d d 1 783
OGWM_102_TBS 6 3 2 incompatible incomp 1 4 left down 2 orange U L 0 Time-out 487 573 No-move 989 valid 2 non-match left d NA 0 9999000
OGWM_102_TBS 6 4 2 incompatible incomp 3 4 up down 2 pink R R 1 Time-out 487 521 677 845 valid 2 non-match right d d 1 481
OGWM_102_TBS 6 5 2 incompatible uncued_comp 4 3 down up 1 orange U L 0 Time-out 13 489 No-move 993 valid 1 match down s s 1 471
OGWM_102_TBS 6 6 1 compatible cued_comp 3 1 up left 2 green L L 1 Time-out 275 465 977 1023 valid 2 match left s s 1 485
OGWM_102_TBS 6 7 3 neutral neut_comp 1 2 left right X green L  0 Time-out 1449 1535 1795 No-drop NA 1 non-match up d d 1 561
OGWM_102_TBS 6 8 1 compatible cued_comp 1 3 left up 1 green L L 1 Time-out 539 591 1067 1167 valid 1 match left s s 1 620
OGWM_102_TBS 6 9 1 compatible cued_comp 2 1 right left 2 green L L 1 Time-out 5 73 875 955 valid 2 match left s s 1 1788
OGWM_102_TBS 6 10 2 incompatible incomp 2 4 right down 1 green L L 1 Time-out 4 123 545 823 valid 1 non-match left d d 1 1237
OGWM_102_TBS 6 11 1 compatible cued_comp 1 3 left up 1 green L L 1 Time-out 419 453 689 873 valid 1 non-match up d s 0 988
OGWM_102_TBS 6 12 2 incompatible incomp 1 3 left up 1 pink R R 1 Time-out 445 513 809 891 invalid 2 match up s s 1 1198
OGWM_102_TBS 6 13 2 incompatible incomp 3 4 up down 1 pink R R 1 Time-out 333 385 541 675 valid 1 match up s s 1 775
OGWM_102_TBS 6 14 1 compatible cued_comp 4 2 down right 2 pink R R 1 Time-out 447 465 621 685 valid 2 non-match up d d 1 1170
OGWM_102_TBS 6 15 3 neutral neut_comp 4 1 down left X blue D D 1 Time-out 281 401 1127 731 NA 2 non-match down d d 1 556
OGWM_102_TBS 6 16 3 neutral neut_incomp 4 2 down right X orange U L 0 Time-out 389 493 No-move 1147 NA 2 non-match left d d 1 1086
OGWM_102_TBS 6 17 3 neutral neut_comp 2 3 right up X pink R R 1 Time-out 425 495 565 797 NA 2 match up s d 0 780
OGWM_102_TBS 6 18 2 incompatible uncued_comp 1 4 left down 2 green L L 1 Time-out 411 463 689 753 valid 2 match down s s 1 613
OGWM_102_TBS 6 19 2 incompatible incomp 4 2 down right 1 orange U L 0 Time-out 13 457 No-move 1075 valid 1 match down s s 1 1326
OGWM_102_TBS 6 20 1 compatible cued_comp 1 3 left up 2 orange U U 1 Time-out 57 583 1613 819 valid 2 non-match down d d 1 498
OGWM_102_TBS 6 21 3 neutral neut_incomp 2 3 right up X green L L 1 Time-out 109 349 1043 1143 NA 1 non-match up d s 0 1295
OGWM_102_TBS 6 22 1 compatible cued_comp 4 2 down right 2 pink R R 1 Time-out 323 427 773 925 invalid 1 match down s s 1 477
OGWM_102_TBS 6 23 3 neutral neut_comp 3 1 up left X orange U U 1 Time-out 19 53 1349 1065 NA 2 match left s s 1 715
OGWM_102_TBS 6 24 3 neutral neut_incomp 1 3 left up X pink R R 1 Time-out 429 465 551 581 NA 2 match up s s 1 488
OGWM_102_TBS 6 25 1 compatible cued_comp 3 4 up down 2 blue D D 1 Time-out 867 1023 1197 1261 valid 2 non-match right d s 0 837
OGWM_102_TBS 6 26 2 incompatible uncued_comp 3 2 up right 1 pink R  0 Time-out 323 407 547 679 invalid 2 non-match up d NA 0 9999000
OGWM_102_TBS 6 27 1 compatible cued_comp 3 4 up down 1 orange U L 0 Time-out 243 585 No-move 1081 valid 1 match up s s 1 580
OGWM_102_TBS 6 28 3 neutral neut_incomp 2 4 right down X green L L 1 Time-out 685 719 1805 1309 NA 1 non-match down d d 1 799
OGWM_102_TBS 6 29 3 neutral neut_comp 2 3 right up X pink R R 1 Time-out 61 441 545 627 NA 1 non-match left d d 1 727
OGWM_102_TBS 6 30 2 incompatible incomp 2 1 right left 2 orange U  0 Time-out 425 547 No-move 1659 valid 2 non-match right d d 1 1538
OGWM_102_TBS 6 31 3 neutral neut_comp 4 1 down left X green L L 1 Time-out 205 669 807 889 NA 2 match left s s 1 846
OGWM_102_TBS 6 32 1 compatible cued_comp 3 2 up right 1 orange U U 1 Time-out 35 441 1413 977 valid 1 match up s s 1 621
OGWM_102_TBS 6 33 3 neutral neut_incomp 4 3 down up X green L L 1 Time-out 683 771 1063 1145 NA 2 match up s s 1 1045
OGWM_102_TBS 6 34 2 incompatible incomp 2 3 right up 2 green L L 1 Time-out 419 783 1147 1261 valid 2 non-match down d d 1 869
OGWM_102_TBS 6 35 1 compatible cued_comp 2 1 right left 1 pink R R 1 Time-out 11 29 471 535 valid 1 match right s s 1 659
OGWM_102_TBS 6 36 3 neutral neut_incomp 1 3 left up X pink R R 1 Time-out 9 147 665 763 NA 2 match up s s 1 545
