subject	session	target	block	trial	CurrentCondition	TrialType	CompType	CurrentSampleIndex_1	CurrentSampleIndex_2	CurrentSample_1	CurrentSample_2	CurrentCue	cueColor	correctResp	Resp	ACC	msecRT	move_init_msecRT	move_init_bound_msecRT	enter_box_msecRT	velocity_drop_msecRT	cueValidity	probe_loc	probeMatch	CurrentProbeSample	correctProbeResp	probeResp	probeACC	probemsecRT
OGWM_104	sess2	s1	1	1	3	neutral	neut_comp	2	1	right	left	X	green	L	L	1	936	476	528	927	1006	NA	1	match	right	s	s	1	845
OGWM_104	sess2	s1	1	2	1	compatible	cued_comp	4	1	down	left	2	green	L	L	1	866	530	566	652	734	valid	2	non-match	down	d	d	1	964
OGWM_104	sess2	s1	1	3	2	incompatible	uncued_comp	4	3	down	up	1	orange	U	U	1	1032	468	504	1033	No-drop	valid	1	non-match	right	d	d	1	574
OGWM_104	sess2	s1	1	4	2	incompatible	uncued_comp	3	2	up	right	2	orange	U	U	1	1198	549	861	1051	No-drop	valid	2	match	right	s	s	1	385
OGWM_104	sess2	s1	1	5	2	incompatible	incomp	1	3	left	up	1	pink	R	R	1	1544	18	674	1241	996	valid	1	non-match	up	d	d	1	754
OGWM_104	sess2	s1	1	6	3	neutral	neut_incomp	2	4	right	down	X	green	L	L	1	754	13	429	569	615	NA	2	non-match	right	d	d	1	500
OGWM_104	sess2	s1	1	7	1	compatible	cued_comp	3	4	up	down	2	blue	D	D	1	1016	359	475	941	No-drop	valid	2	non-match	left	d	d	1	673
OGWM_104	sess2	s1	1	8	3	neutral	neut_comp	2	1	right	left	X	green	L	L	1	1038	733	769	855	937	NA	2	match	left	s	s	1	752
OGWM_104	sess2	s1	1	9	2	incompatible	incomp	1	2	left	right	2	blue	D	D	1	952	527	579	805	851	valid	2	match	right	s	s	1	449
OGWM_104	sess2	s1	1	10	3	neutral	neut_comp	3	1	up	left	X	orange	U	U	1	1062	773	815	895	977	NA	1	non-match	right	d	d	1	424
OGWM_104	sess2	s1	1	11	2	incompatible	incomp	3	4	up	down	2	pink	R	R	1	848	463	497	751	831	valid	2	match	down	s	s	1	672
OGWM_104	sess2	s1	1	12	3	neutral	neut_comp	3	4	up	down	X	orange	U	U	1	966	485	759	863	909	NA	2	non-match	left	d	d	1	566
OGWM_104	sess2	s1	1	13	3	neutral	neut_incomp	1	3	left	up	X	blue	D	D	1	976	511	561	871	No-drop	NA	1	match	left	s	s	1	432
OGWM_104	sess2	s1	1	14	2	incompatible	uncued_comp	1	4	left	down	2	green	L	L	1	870	421	457	785	No-drop	valid	2	match	down	s	s	1	399
OGWM_104	sess2	s1	1	15	2	incompatible	incomp	4	1	down	left	1	pink	R	R	1	864	383	417	779	861	invalid	2	match	left	s	s	1	568
OGWM_104	sess2	s1	1	16	3	neutral	neut_incomp	1	3	left	up	X	pink	R	R	1	866	161	613	683	763	NA	1	match	left	s	s	1	571
OGWM_104	sess2	s1	1	17	1	compatible	cued_comp	2	3	right	up	1	pink	R	R	1	916	547	581	823	No-drop	valid	1	non-match	down	d	d	1	516
OGWM_104	sess2	s1	1	18	1	compatible	cued_comp	1	2	left	right	2	pink	R	R	1	974	549	601	877	No-drop	valid	2	match	right	s	s	1	720
OGWM_104	sess2	s1	1	19	3	neutral	neut_comp	2	4	right	down	X	pink	R	R	1	1052	683	735	925	1023	NA	2	match	down	s	s	1	469
OGWM_104	sess2	s1	1	20	2	incompatible	incomp	2	3	right	up	1	blue	D	D	1	946	521	555	867	No-drop	valid	1	match	right	s	s	1	410
OGWM_104	sess2	s1	1	21	1	compatible	cued_comp	2	3	right	up	1	pink	R	R	1	906	569	603	793	No-drop	valid	1	match	right	s	s	1	443
OGWM_104	sess2	s1	1	22	2	incompatible	incomp	1	4	left	down	2	pink	R	R	1	810	513	547	755	No-drop	valid	2	match	down	s	s	1	594
OGWM_104	sess2	s1	1	23	3	neutral	neut_incomp	3	4	up	down	X	green	L	L	1	1178	633	703	1105	No-drop	NA	2	non-match	right	d	d	1	787
OGWM_104	sess2	s1	1	24	1	compatible	cued_comp	4	3	down	up	2	orange	U	U	1	1398	875	943	1397	No-drop	valid	2	non-match	right	d	d	1	709
OGWM_104	sess2	s1	1	25	2	incompatible	incomp	4	3	down	up	2	green	L	L	1	976	591	661	903	No-drop	invalid	1	non-match	right	d	d	1	706
OGWM_104	sess2	s1	1	26	1	compatible	cued_comp	4	1	down	left	2	green	L	L	1	780	515	551	619	701	valid	2	non-match	right	d	d	1	766
OGWM_104	sess2	s1	1	27	2	incompatible	uncued_comp	4	2	down	right	1	pink	R	R	1	1034	525	561	1033	No-drop	valid	1	non-match	right	d	d	1	745
OGWM_104	sess2	s1	1	28	3	neutral	neut_comp	1	2	left	right	X	pink	R	R	1	1034	617	669	911	No-drop	NA	2	match	right	s	s	1	500
OGWM_104	sess2	s1	1	29	1	compatible	cued_comp	4	2	down	right	1	blue	D	D	1	858	471	539	857	No-drop	valid	1	match	down	s	s	1	504
OGWM_104	sess2	s1	1	30	1	compatible	cued_comp	2	4	right	down	2	blue	D	D	1	892	515	549	653	719	valid	2	match	down	s	s	1	509
OGWM_104	sess2	s1	1	31	3	neutral	neut_incomp	1	4	left	down	X	orange	U	U	1	960	671	707	793	873	NA	1	non-match	down	d	d	1	514
OGWM_104	sess2	s1	1	32	1	compatible	cued_comp	2	1	right	left	1	pink	R	R	1	878	373	609	833	No-drop	invalid	2	non-match	down	d	d	1	630
OGWM_104	sess2	s1	1	33	2	incompatible	incomp	4	2	down	right	1	orange	U	U	1	1078	707	743	863	911	valid	1	non-match	right	d	d	1	1047
OGWM_104	sess2	s1	1	34	3	neutral	neut_incomp	3	1	up	left	X	blue	D	D	1	956	515	567	833	897	NA	1	match	up	s	s	1	582
