,subject,target,BlockType,TrialType,block,move_init_bound_msecRT,enter_box_msecRT,velocity_drop_msecRT,msecRT,ACC,probemsecRT,probeACC,corrected_movements,corrected_movements_1_4,movement_angle,movement_angle_1_4,movement_angle_difference,movement_angle_difference_1_4
77,OGWM_106,PFC_cTBS,valid,incompatible,6.086956521739131,510.9130434782609,772.6521739130435,881.2727272727273,1025.7826086956522,1.0,824.7826086956521,0.9565217391304348,0.13043478260869565,0.21739130434782608,22.167134021947355,3.9632905982686735,23.86150763493792,31.3825902270207
78,OGWM_106,PFC_iTBS,invalid,compatible,7.0,659.1666666666666,908.8333333333334,1032.304347826087,1055.304347826087,0.9583333333333334,635.625,1.0,0.0,0.0,-13.423036771573615,0.9403142082008055,8.195939212532084,8.424093700971634
79,OGWM_106,PFC_iTBS,invalid,incompatible,7.0,675.4285714285714,910.7142857142857,1015.475,1147.6190476190477,1.0,630.6190476190476,0.9761904761904762,0.03571428571428571,0.10714285714285714,-9.615025089967519,-1.2617447395289878,10.506642206704967,17.49107509762236
80,OGWM_106,PFC_iTBS,neutral,compatible,3.3333333333333335,709.7407407407408,971.7777777777778,1063.8076923076924,1161.0,1.0,696.425925925926,0.9629629629629629,0.018518518518518517,0.05555555555555555,30.592727168322963,18.797779996845794,12.32182260713485,17.033879753191325
81,OGWM_106,PFC_iTBS,neutral,incompatible,3.3333333333333335,681.6296296296297,920.5925925925926,1029.9565217391305,1166.537037037037,1.0,661.8333333333334,0.9629629629629629,0.05555555555555555,0.12962962962962962,-42.634904088616615,-43.08489087868566,14.74064195295393,21.609800647102656
82,OGWM_106,PFC_iTBS,valid,compatible,4.666666666666667,758.6547619047619,983.5714285714286,1062.1891891891892,1172.987951807229,0.9880952380952381,583.6309523809524,0.9880952380952381,0.011904761904761904,0.011904761904761904,-30.953185164506337,-13.873151318414592,8.554054589832722,9.638436981581265
83,OGWM_106,PFC_iTBS,valid,incompatible,4.666666666666667,849.0,1076.4166666666667,1224.4761904761904,1290.4166666666667,1.0,580.8333333333334,1.0,0.0,0.08333333333333333,-43.88090066268151,-59.19204213807888,8.029363887109383,13.317248633660641
84,OGWM_106,no_TMS,invalid,compatible,6.217391304347826,458.39130434782606,747.695652173913,858.578947368421,945.3913043478261,1.0,733.9565217391304,0.9565217391304348,0.0,0.043478260869565216,81.79275137752728,69.21614032223025,9.38478551583889,21.935988606320457
85,OGWM_106,no_TMS,invalid,incompatible,6.364705882352941,583.0470588235294,852.8117647058823,950.4303797468355,1058.964705882353,1.0,118352.18823529412,0.9529411764705882,0.08235294117647059,0.1411764705882353,32.799894628432945,28.287469526121257,13.163632816021115,19.66252288108617
86,OGWM_106,no_TMS,neutral,compatible,4.0,518.1666666666666,712.1320754716982,845.8444444444444,928.6792452830189,0.9814814814814815,687.2407407407408,0.9629629629629629,0.0,0.018518518518518517,-32.316286904179094,-44.954308156286324,5.742224647749668,8.356498332071745
87,OGWM_106,no_TMS,neutral,incompatible,4.0,542.925925925926,789.7037037037037,917.734693877551,1032.1851851851852,1.0,724.2962962962963,0.8518518518518519,0.037037037037037035,0.1111111111111111,-5.649716968808237,15.8167999839901,10.830414026592216,16.89342257843632
88,OGWM_106,no_TMS,valid,compatible,4.666666666666667,512.047619047619,760.1666666666666,853.7313432835821,951.6428571428571,1.0,719.3690476190476,1.0,0.023809523809523808,0.03571428571428571,2.663578259859274,-13.140928797518095,8.249022239381262,10.831342529113552
89,OGWM_106,no_TMS,valid,incompatible,4.666666666666667,459.9583333333333,766.4583333333334,823.8181818181819,971.2916666666666,1.0,772.9166666666666,1.0,0.125,0.2916666666666667,-22.08109303266033,-7.189355321146459,20.142444819127935,42.6593171622975
90,OGWM_107,PFC_cTBS,invalid,compatible,6.666666666666667,544.9166666666666,928.4166666666666,947.5833333333334,1176.4583333333333,1.0,417323.4166666667,0.9583333333333334,0.25,0.20833333333333334,-54.705729448296815,-56.815994828808776,30.538478408774974,29.48798240354522
91,OGWM_107,PFC_cTBS,invalid,incompatible,6.666666666666667,517.4047619047619,965.4047619047619,989.075,1189.439024390244,0.9761904761904762,119802.52380952382,0.9166666666666666,0.34523809523809523,0.4166666666666667,-11.337026322345578,-29.261112676042007,45.03339137217206,53.1113559232309
92,OGWM_107,PFC_cTBS,neutral,compatible,2.0,544.0370370370371,785.7777777777778,911.5769230769231,1031.1851851851852,1.0,185879.0185185185,0.9814814814814815,0.09259259259259259,0.09259259259259259,21.289490062312602,26.513679588860427,20.27229136505373,22.306217146924546
93,OGWM_107,PFC_cTBS,neutral,incompatible,2.0,546.9074074074074,857.2777777777778,927.7647058823529,1089.4716981132076,0.9814814814814815,795.9074074074074,1.0,0.09259259259259259,0.16666666666666666,-13.941618444941021,-16.163959464648002,18.87982766154848,28.291367988285874
94,OGWM_107,PFC_cTBS,valid,compatible,6.333333333333333,461.8809523809524,752.547619047619,839.3291139240506,990.2857142857143,1.0,476877.88095238095,0.9404761904761905,0.11904761904761904,0.17857142857142858,-32.96657920950978,-6.24483132954437,16.184862602904484,22.879184298793646
95,OGWM_107,PFC_cTBS,valid,incompatible,6.333333333333333,463.8333333333333,798.5652173913044,815.9166666666666,1059.75,0.9583333333333334,770.7916666666666,1.0,0.20833333333333334,0.25,-28.358427525118156,-28.819325837616393,25.65387801643675,30.010078945619565
96,OGWM_107,PFC_iTBS,invalid,compatible,5.0,526.3333333333334,754.6666666666666,884.9090909090909,1023.8333333333334,1.0,828.7916666666666,1.0,0.041666666666666664,0.041666666666666664,-34.332064547119806,-20.514344958350843,11.095241433345235,13.422413466609115
97,OGWM_107,PFC_iTBS,invalid,incompatible,5.0,571.3690476190476,931.710843373494,1002.5487804878048,1201.4096385542168,0.9761904761904762,868.2738095238095,0.9880952380952381,0.20238095238095238,0.2619047619047619,17.073328678896207,20.453426551988247,25.501564773494962,36.09472139094566
98,OGWM_107,PFC_iTBS,neutral,compatible,4.666666666666667,513.1666666666666,794.3518518518518,884.6730769230769,1040.188679245283,0.9814814814814815,185961.0185185185,0.9074074074074074,0.037037037037037035,0.09259259259259259,3.0692653076729006,21.006853686706293,11.504161581101444,19.675314326122205
99,OGWM_107,PFC_iTBS,neutral,incompatible,4.666666666666667,531.9629629629629,922.7407407407408,977.7547169811321,1167.7735849056603,0.9814814814814815,771.7037037037037,0.9814814814814815,0.2222222222222222,0.3148148148148148,-19.851081742813207,-23.0708182971043,34.05711875843091,48.23145235542397
100,OGWM_107,PFC_iTBS,valid,compatible,5.376470588235295,503.2823529411765,798.0235294117647,883.7407407407408,1031.2941176470588,1.0,810.1411764705882,0.9411764705882353,0.08235294117647059,0.09411764705882353,13.847745317432143,10.233161911009013,13.932855265491614,16.95576620477985
101,OGWM_107,PFC_iTBS,valid,incompatible,5.173913043478261,508.04347826086956,878.9130434782609,911.7368421052631,1137.0869565217392,1.0,435462.8695652174,0.9565217391304348,0.2608695652173913,0.43478260869565216,49.07089749507206,57.55012045491408,40.65915421594245,52.455197027624834
