subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_114 sess_3 no_TMS 1 1 neutral 2 incompatible 4 down green L L 1 805 410 478 600 732 s s 1 408
OGWM_114 sess_3 no_TMS 1 2 neutral 2 incompatible 1 left orange U U 1 1216 45 562 836 900 s s 1 508
OGWM_114 sess_3 no_TMS 1 3 neutral 1 compatible 1 left green L L 1 1015 502 538 844 978 d d 1 493
OGWM_114 sess_3 no_TMS 1 4 neutral 1 compatible 3 up orange U U 1 888 367 401 627 707 s s 1 469
OGWM_114 sess_3 no_TMS 1 5 neutral 1 compatible 2 right pink R R 1 786 361 377 534 631 s s 1 495
OGWM_114 sess_3 no_TMS 1 6 neutral 2 incompatible 1 left blue D D 1 1098 585 637 793 873 d d 1 647
OGWM_114 sess_3 no_TMS 1 7 neutral 2 incompatible 2 right green L L 1 1020 459 477 581 715 s s 1 386
OGWM_114 sess_3 no_TMS 1 8 neutral 1 compatible 4 down blue D D 1 1098 401 469 833 1001 d d 1 702
OGWM_114 sess_3 no_TMS 1 9 neutral 2 incompatible 2 right blue D D 1 946 513 581 667 733 d d 1 622
OGWM_114 sess_3 no_TMS 1 10 neutral 1 compatible 4 down blue D D 1 1028 555 659 745 827 d d 1 674
OGWM_114 sess_3 no_TMS 1 11 neutral 2 incompatible 2 right green L L 1 1126 461 511 943 1109 s s 1 763
OGWM_114 sess_3 no_TMS 1 12 neutral 2 incompatible 2 right orange U U 1 940 459 527 769 877 d d 1 721
OGWM_114 sess_3 no_TMS 1 13 neutral 1 compatible 3 up orange U U 1 780 35 391 615 697 d d 1 745
OGWM_114 sess_3 no_TMS 1 14 neutral 2 incompatible 4 down green L L 1 1658 345 447 1267 1215 s s 1 527
OGWM_114 sess_3 no_TMS 1 15 neutral 1 compatible 2 right pink R R 1 1018 353 499 807 889 d d 1 630
OGWM_114 sess_3 no_TMS 1 16 neutral 1 compatible 1 left green L L 1 828 419 469 641 757 d d 1 546
OGWM_114 sess_3 no_TMS 1 17 neutral 1 compatible 2 right pink R R 1 964 523 557 765 863 d d 1 713
OGWM_114 sess_3 no_TMS 1 18 neutral 2 incompatible 3 up blue D D 1 996 523 591 765 863 s s 1 417
OGWM_114 sess_3 no_TMS 1 19 neutral 2 incompatible 3 up green L L 1 902 453 489 679 795 s s 1 428
OGWM_114 sess_3 no_TMS 1 20 neutral 2 incompatible 3 up blue D D 1 1378 625 727 813 1125 s s 1 368
OGWM_114 sess_3 no_TMS 1 21 neutral 2 incompatible 2 right orange U U 1 1056 279 465 759 875 s s 1 565
OGWM_114 sess_3 no_TMS 1 22 neutral 1 compatible 4 down blue D D 1 1268 427 549 1001 1117 s s 1 435
OGWM_114 sess_3 no_TMS 1 23 neutral 1 compatible 1 left green L L 1 1008 551 585 793 873 s s 1 421
OGWM_114 sess_3 no_TMS 1 24 neutral 1 compatible 2 right pink R R 1 684 27 253 461 561 d d 1 824
OGWM_114 sess_3 no_TMS 1 25 neutral 2 incompatible 4 down pink R R 1 1014 429 533 785 867 s s 1 844
OGWM_114 sess_3 no_TMS 1 26 neutral 1 compatible 4 down blue D D 1 930 337 441 631 695 d d 1 1206
OGWM_114 sess_3 no_TMS 1 27 neutral 2 incompatible 1 left orange U U 1 758 13 411 601 665 d d 1 1011
OGWM_114 sess_3 no_TMS 1 28 neutral 1 compatible 1 left green L L 1 954 457 491 749 901 s s 1 407
OGWM_114 sess_3 no_TMS 1 29 neutral 2 incompatible 3 up pink R R 1 974 445 527 613 833 s s 1 506
OGWM_114 sess_3 no_TMS 1 30 neutral 2 incompatible 3 up blue D D 1 1134 525 609 937 937 s s 1 418
OGWM_114 sess_3 no_TMS 1 31 neutral 1 compatible 1 left green L L 1 920 9 27 519 601 s s 1 558
OGWM_114 sess_3 no_TMS 1 32 neutral 2 incompatible 4 down green L L 1 894 173 449 657 721 d d 1 572
OGWM_114 sess_3 no_TMS 1 33 neutral 2 incompatible 1 left orange U U 1 988 467 501 813 947 d d 1 609
OGWM_114 sess_3 no_TMS 1 34 neutral 1 compatible 4 down blue D D 1 944 79 565 719 801 d d 1 782
OGWM_114 sess_3 no_TMS 1 35 neutral 1 compatible 3 up orange U U 1 846 469 503 589 671 d d 1 690
OGWM_114 sess_3 no_TMS 1 36 neutral 1 compatible 3 up orange U U 1 1070 597 665 855 989 d d 1 508
OGWM_114 sess_3 no_TMS 2 1 neutral 1 compatible 1 left green L L 1 918 253 399 743 911 d d 1 499
OGWM_114 sess_3 no_TMS 2 2 neutral 2 incompatible 4 down orange U U 1 893 148 426 702 820 s s 1 403
OGWM_114 sess_3 no_TMS 2 3 neutral 2 incompatible 1 left blue D D 1 1090 11 541 609 831 d d 1 487
OGWM_114 sess_3 no_TMS 2 4 neutral 2 incompatible 3 up green L L 1 866 249 501 587 807 s s 1 519
OGWM_114 sess_3 no_TMS 2 5 neutral 2 incompatible 4 down green L L 1 1082 337 555 901 983 d d 1 631
OGWM_114 sess_3 no_TMS 2 6 neutral 1 compatible 1 left green L L 1 924 459 511 719 835 d d 1 466
OGWM_114 sess_3 no_TMS 2 7 neutral 2 incompatible 2 right blue D D 1 998 493 579 717 783 s d 0 1323
OGWM_114 sess_3 no_TMS 2 8 neutral 1 compatible 3 up orange U U 1 974 7 471 557 657 s s 1 1386
OGWM_114 sess_3 no_TMS 2 9 neutral 2 incompatible 4 down orange U U 1 906 465 499 691 773 s s 1 431
OGWM_114 sess_3 no_TMS 2 10 neutral 2 incompatible 3 up green L L 1 838 445 461 635 733 d d 1 450
OGWM_114 sess_3 no_TMS 2 11 neutral 2 incompatible 3 up pink R R 1 904 359 497 635 821 s s 1 549
OGWM_114 sess_3 no_TMS 2 12 neutral 2 incompatible 3 up green L L 1 902 397 479 565 629 d d 1 531
OGWM_114 sess_3 no_TMS 2 13 neutral 1 compatible 1 left green L L 1 836 507 559 611 693 s s 1 578
OGWM_114 sess_3 no_TMS 2 14 neutral 1 compatible 4 down blue D D 1 914 121 493 753 869 d d 1 567
OGWM_114 sess_3 no_TMS 2 15 neutral 2 incompatible 2 right green L L 1 1576 583 599 1251 1181 d d 1 925
OGWM_114 sess_3 no_TMS 2 16 neutral 1 compatible 3 up orange U U 1 838 413 449 639 773 d d 1 804
OGWM_114 sess_3 no_TMS 2 17 neutral 2 incompatible 2 right blue D D 1 1306 9 27 1147 1245 s s 1 456
OGWM_114 sess_3 no_TMS 2 18 neutral 2 incompatible 4 down orange U U 1 812 13 497 617 701 s s 1 338
OGWM_114 sess_3 no_TMS 2 19 neutral 2 incompatible 1 left blue D D 1 1116 515 549 635 947 d d 1 992
OGWM_114 sess_3 no_TMS 2 20 neutral 1 compatible 4 down blue D D 1 1080 487 521 903 1037 s s 1 454
OGWM_114 sess_3 no_TMS 2 21 neutral 1 compatible 2 right pink R R 1 906 345 431 761 761 d d 1 632
OGWM_114 sess_3 no_TMS 2 22 neutral 1 compatible 2 right pink R R 1 878 379 415 483 549 d d 1 691
OGWM_114 sess_3 no_TMS 2 23 neutral 2 incompatible 4 down green L L 1 982 437 559 765 933 d d 1 899
OGWM_114 sess_3 no_TMS 2 24 neutral 1 compatible 2 right pink R R 1 926 525 543 647 711 s s 1 883
OGWM_114 sess_3 no_TMS 2 25 neutral 1 compatible 3 up orange U U 1 910 493 527 649 765 s s 1 444
OGWM_114 sess_3 no_TMS 2 26 neutral 1 compatible 1 left green L L 1 978 457 473 543 625 d d 1 686
OGWM_114 sess_3 no_TMS 2 27 neutral 1 compatible 2 right pink R R 1 778 369 403 473 537 s s 1 639
OGWM_114 sess_3 no_TMS 2 28 neutral 2 incompatible 1 left blue D D 1 1004 451 487 745 963 s s 1 674
