subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_123 sess_2 PFC_cTBS 1 1 neutral 2 incompatible 1 left pink R R 1 1218 16 10 545 805 d d 1 626
OGWM_123 sess_2 PFC_cTBS 1 2 neutral 1 compatible 3 up orange U U 1 896 447 499 551 826 d d 1 493
OGWM_123 sess_2 PFC_cTBS 1 3 neutral 1 compatible 1 left green L L 1 768 159 323 373 637 s s 1 662
OGWM_123 sess_2 PFC_cTBS 1 4 neutral 1 compatible 2 right pink R R 1 738 401 471 539 621 s s 1 504
OGWM_123 sess_2 PFC_cTBS 1 5 neutral 1 compatible 3 up orange U U 1 738 353 405 577 709 s s 1 447
OGWM_123 sess_2 PFC_cTBS 1 6 neutral 2 incompatible 2 right orange U U 1 748 403 439 577 No-drop d d 1 530
OGWM_123 sess_2 PFC_cTBS 1 7 neutral 2 incompatible 3 up blue D D 1 932 235 287 565 877 d d 1 522
OGWM_123 sess_2 PFC_cTBS 1 8 neutral 2 incompatible 4 down pink R R 1 692 411 445 513 595 d d 1 625
OGWM_123 sess_2 PFC_cTBS 1 9 neutral 1 compatible 1 left green L L 1 638 5 347 433 481 s s 1 588
OGWM_123 sess_2 PFC_cTBS 1 10 neutral 2 incompatible 1 left pink R R 1 860 323 453 505 761 d d 1 513
OGWM_123 sess_2 PFC_cTBS 1 11 neutral 2 incompatible 4 down orange U U 1 772 363 415 639 No-drop s s 1 713
OGWM_123 sess_2 PFC_cTBS 1 12 neutral 2 incompatible 3 up blue D D 1 860 7 1 681 91 s s 1 480
OGWM_123 sess_2 PFC_cTBS 1 13 neutral 2 incompatible 2 right orange U U 1 684 115 439 507 605 s s 1 522
OGWM_123 sess_2 PFC_cTBS 1 14 neutral 2 incompatible 2 right orange U U 1 676 11 429 517 597 d d 1 522
OGWM_123 sess_2 PFC_cTBS 1 15 neutral 2 incompatible 4 down pink R R 1 756 195 445 601 No-drop s s 1 545
OGWM_123 sess_2 PFC_cTBS 1 16 neutral 1 compatible 4 down blue D D 1 846 353 551 843 No-drop s s 1 648
OGWM_123 sess_2 PFC_cTBS 1 17 neutral 1 compatible 1 left green L L 1 676 195 307 631 No-drop d d 1 482
OGWM_123 sess_2 PFC_cTBS 1 18 neutral 2 incompatible 4 down green L L 1 902 453 505 823 No-drop s s 1 579
