subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_126 sess_2 no_TMS 1 1 neutral 2 incompatible 3 up pink R R 1 979 360 444 805 904 d d 1 702
OGWM_126 sess_2 no_TMS 1 2 neutral 2 incompatible 2 right blue D D 1 1506 984 1002 1260 1326 d d 1 631
OGWM_126 sess_2 no_TMS 1 3 neutral 1 compatible 1 left green L L 1 806 7 390 651 No-drop d d 1 561
OGWM_126 sess_2 no_TMS 1 4 neutral 2 incompatible 1 left blue D D 1 890 433 501 743 No-drop d d 1 551
OGWM_126 sess_2 no_TMS 1 5 neutral 2 incompatible 3 up pink R R 1 824 399 433 659 775 d d 1 494
OGWM_126 sess_2 no_TMS 1 6 neutral 1 compatible 1 left green L L 1 1072 319 603 967 1065 s s 1 438
OGWM_126 sess_2 no_TMS 1 7 neutral 2 incompatible 4 down orange U U 1 1188 499 757 1015 1115 d d 1 577
OGWM_126 sess_2 no_TMS 1 8 neutral 2 incompatible 4 down pink R R 1 848 431 467 707 773 s s 1 502
OGWM_126 sess_2 no_TMS 1 9 neutral 1 compatible 2 right pink R R 1 1224 239 395 643 643 s s 1 454
OGWM_126 sess_2 no_TMS 1 10 neutral 2 incompatible 4 down orange U U 1 1170 561 597 977 1025 d d 1 680
OGWM_126 sess_2 no_TMS 1 11 neutral 1 compatible 2 right pink R R 1 852 323 357 739 837 d d 1 801
OGWM_126 sess_2 no_TMS 1 12 neutral 2 incompatible 4 down orange U U 1 1296 471 489 1155 639 s d 0 789
OGWM_126 sess_2 no_TMS 1 13 neutral 1 compatible 2 right pink R R 1 916 475 527 753 817 s s 1 418
OGWM_126 sess_2 no_TMS 1 14 neutral 2 incompatible 2 right green L L 1 952 479 531 617 735 s s 1 501
OGWM_126 sess_2 no_TMS 1 15 neutral 1 compatible 4 down blue D D 1 872 423 475 801 No-drop s s 1 485
OGWM_126 sess_2 no_TMS 1 16 neutral 1 compatible 1 left green L L 1 888 327 449 673 859 s s 1 478
OGWM_126 sess_2 no_TMS 1 17 neutral 1 compatible 1 left green L L 1 794 329 363 659 No-drop s s 1 495
OGWM_126 sess_2 no_TMS 1 18 neutral 1 compatible 3 up orange U U 1 1090 433 503 625 905 d d 1 688
OGWM_126 sess_2 no_TMS 1 19 neutral 1 compatible 2 right pink R R 1 788 339 373 683 713 d d 1 584
OGWM_126 sess_2 no_TMS 1 20 neutral 1 compatible 4 down blue D D 1 728 271 375 531 577 d d 1 493
OGWM_126 sess_2 no_TMS 1 21 neutral 2 incompatible 3 up blue D D 1 880 311 491 629 745 d d 1 510
OGWM_126 sess_2 no_TMS 1 22 neutral 2 incompatible 1 left blue D D 1 992 359 411 843 No-drop s s 1 518
OGWM_126 sess_2 no_TMS 1 23 neutral 1 compatible 3 up orange U U 1 792 431 465 603 755 s s 1 438
OGWM_126 sess_2 no_TMS 1 24 neutral 1 compatible 2 right pink R R 1 746 289 325 601 735 s s 1 432
OGWM_126 sess_2 no_TMS 1 25 neutral 2 incompatible 1 left pink R R 1 846 397 465 691 No-drop d d 1 563
OGWM_126 sess_2 no_TMS 1 26 neutral 2 incompatible 3 up green L L 1 956 427 479 791 941 s s 1 530
OGWM_126 sess_2 no_TMS 1 27 neutral 1 compatible 3 up orange U U 1 1236 523 557 1137 1219 d d 1 617
