subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_113 sess_2 PFC_iTBS 1 1 neutral 2 incompatible 3 up pink R R 1 915 5 509 699 795 s s 1 833
OGWM_113 sess_2 PFC_iTBS 1 2 neutral 1 compatible 2 right pink R R 1 927 478 510 580 775 d d 1 812
OGWM_113 sess_2 PFC_iTBS 1 3 neutral 2 incompatible 4 down orange U U 1 1650 473 683 1049 1113 s s 1 728
OGWM_113 sess_2 PFC_iTBS 1 4 neutral 2 incompatible 4 down green L L 1 1482 593 807 1235 1387 d d 1 823
OGWM_113 sess_2 PFC_iTBS 1 5 neutral 2 incompatible 2 right blue D L 0 1228 411 715 No-move 1073 s s 1 1499
OGWM_113 sess_2 PFC_iTBS 1 6 neutral 2 incompatible 4 down orange U U 1 1044 67 717 803 971 d d 1 746
OGWM_113 sess_2 PFC_iTBS 1 7 neutral 1 compatible 3 up orange U U 1 1236 59 663 1047 1147 d d 1 985
OGWM_113 sess_2 PFC_iTBS 1 8 neutral 2 incompatible 3 up green L L 1 1192 279 571 877 877 s s 1 638
OGWM_113 sess_2 PFC_iTBS 1 9 neutral 2 incompatible 1 left orange U U 1 1244 611 679 1059 1211 s s 1 577
OGWM_113 sess_2 PFC_iTBS 1 10 neutral 2 incompatible 2 right green L L 1 1416 591 661 781 1027 d d 1 798
OGWM_113 sess_2 PFC_iTBS 1 11 neutral 1 compatible 1 left green L L 1 828 323 357 461 527 s s 1 753
OGWM_113 sess_2 PFC_iTBS 1 12 neutral 1 compatible 3 up orange U U 1 1402 473 507 577 675 s s 1 656
OGWM_113 sess_2 PFC_iTBS 1 13 neutral 1 compatible 4 down blue D D 1 1028 579 613 753 869 d d 1 1154
OGWM_113 sess_2 PFC_iTBS 1 14 neutral 2 incompatible 1 left blue D D 1 978 633 669 737 819 d d 1 815
OGWM_113 sess_2 PFC_iTBS 1 15 neutral 1 compatible 4 down blue D D 1 926 397 487 677 879 s s 1 755
OGWM_113 sess_2 PFC_iTBS 1 16 neutral 1 compatible 2 right pink R R 1 780 441 493 561 661 d d 1 872
OGWM_113 sess_2 PFC_iTBS 1 17 neutral 2 incompatible 1 left pink R R 1 876 539 573 641 707 s s 1 674
OGWM_113 sess_2 PFC_iTBS 1 18 neutral 1 compatible 3 up orange U U 1 894 517 551 655 755 d d 1 643
OGWM_113 sess_2 PFC_iTBS 1 19 neutral 2 incompatible 1 left blue D D 1 1248 535 587 657 757 s s 1 646
OGWM_113 sess_2 PFC_iTBS 1 20 neutral 1 compatible 3 up orange U U 1 1236 691 709 741 1043 d d 1 713
OGWM_113 sess_2 PFC_iTBS 1 21 neutral 1 compatible 1 left green L L 1 908 283 399 703 855 d d 1 825
OGWM_113 sess_2 PFC_iTBS 1 22 neutral 2 incompatible 3 up pink R R 1 1958 1293 1345 1847 1947 d d 1 1261
OGWM_113 sess_2 PFC_iTBS 1 23 neutral 1 compatible 3 up orange U U 1 1232 519 537 1031 1147 d d 1 694
OGWM_113 sess_2 PFC_iTBS 1 24 neutral 2 incompatible 3 up blue D D 1 826 433 517 587 703 d d 1 744
OGWM_113 sess_2 PFC_iTBS 1 25 neutral 2 incompatible 2 right orange U U 1 1304 607 625 659 981 d d 1 966
OGWM_113 sess_2 PFC_iTBS 1 26 neutral 1 compatible 4 down blue D D 1 638 341 375 445 543 s s 1 452
OGWM_113 sess_2 PFC_iTBS 1 27 neutral 1 compatible 4 down blue D D 1 848 463 497 601 701 s s 1 765
OGWM_113 sess_2 PFC_iTBS 1 28 neutral 2 incompatible 1 left blue D D 1 1444 411 463 1323 1439 s s 1 1210
OGWM_113 sess_2 PFC_iTBS 1 29 neutral 2 incompatible 1 left pink R R 1 1136 311 645 851 1069 s s 1 1382
OGWM_113 sess_2 PFC_iTBS 1 30 neutral 1 compatible 4 down blue D D 1 836 459 529 651 733 d NA 0 9999000
OGWM_113 sess_2 PFC_iTBS 1 31 neutral 2 incompatible 4 down green L L 1 868 555 589 693 843 s s 1 745
OGWM_113 sess_2 PFC_iTBS 1 32 neutral 1 compatible 2 right pink R R 1 922 569 587 689 753 s s 1 672
OGWM_113 sess_2 PFC_iTBS 1 33 neutral 1 compatible 2 right pink R R 1 764 291 325 549 613 d d 1 569
OGWM_113 sess_2 PFC_iTBS 1 34 neutral 2 incompatible 2 right blue D D 1 1208 639 691 949 1101 s s 1 606
OGWM_113 sess_2 PFC_iTBS 1 35 neutral 1 compatible 2 right pink R R 1 852 395 431 603 755 s d 0 1451
OGWM_113 sess_2 PFC_iTBS 1 36 neutral 1 compatible 1 left green L L 1 838 309 451 623 791 d d 1 700
