,subject,target,TrialType,BlockType,block,move_init_bound_msecRT,enter_box_msecRT,velocity_drop_msecRT,msecRT,ACC,probemsecRT,probeACC,corrected_movements,corrected_movements_1_4,movement_angle,movement_angle_1_4,movement_angle_difference,movement_angle_difference_1_4,movement_time_msecRT
203,OGWM_113,PFC_cTBS,incompatible,valid,7.5,514.8,953.55,818.7647058823529,1159.8,1.0,962.85,0.85,0.45,0.4,-18.123417689705978,-16.64079890855328,42.604196372706234,43.31526811643705,645.0
204,OGWM_113,PFC_iTBS,compatible,invalid,7.0,407.8333333333333,626.4166666666666,687.25,855.4166666666666,1.0,844.3333333333334,0.9166666666666666,0.125,0.16666666666666666,1.401501871488365,4.887280437499214,19.766510443077156,25.689420248198374,447.5833333333333
205,OGWM_113,PFC_iTBS,compatible,neutral,2.980769230769231,445.5769230769231,622.5384615384615,747.8235294117648,873.0769230769231,1.0,913.8461538461538,0.9807692307692307,0.038461538461538464,0.057692307692307696,-23.838541795885572,-44.95805733800269,9.627992995083064,12.101936159454683,427.5
206,OGWM_113,PFC_iTBS,compatible,valid,4.940476190476191,408.1190476190476,596.6666666666666,722.6585365853658,897.5238095238095,1.0,1001.6428571428571,0.9523809523809523,0.023809523809523808,0.07142857142857142,-21.847770005729235,-35.70206291565561,9.194313228322956,13.001265571439738,489.4047619047619
207,OGWM_113,PFC_iTBS,incompatible,invalid,6.949367088607595,457.1518987341772,729.7088607594936,797.1558441558442,1035.126582278481,1.0,873.5443037974684,0.9746835443037974,0.21518987341772153,0.24050632911392406,-11.84233423470142,-9.281194146954805,29.593343563349293,35.82416944904067,577.9746835443038
208,OGWM_113,PFC_iTBS,incompatible,neutral,3.04,525.48,832.52,898.4166666666666,1144.68,1.0,933.46,0.98,0.28,0.36,-42.33939309973506,-31.9760446054366,33.15886943010864,43.1535284201713,619.2
209,OGWM_113,PFC_iTBS,incompatible,valid,4.65,520.3,845.4,910.7894736842105,1135.0,1.0,1059.4,1.0,0.35,0.35,-57.65908749484744,-38.76226485124042,37.15365112932888,37.24142182555792,614.7
210,OGWM_113,no_TMS,compatible,invalid,5.086956521739131,446.39130434782606,670.4782608695652,811.3478260869565,1039.391304347826,1.0,785.8695652173913,0.9565217391304348,0.08695652173913043,0.043478260869565216,-31.095230564751542,0.3200673374236905,11.208586398150153,12.717912937546153,593.0
211,OGWM_113,no_TMS,compatible,neutral,4.39622641509434,418.7169811320755,597.9811320754717,692.2264150943396,872.0566037735849,1.0,820.2075471698113,0.9622641509433962,0.05660377358490566,0.09433962264150944,-77.45275156101366,-47.91064921197202,11.082946174410234,15.607532197680156,453.33962264150944
212,OGWM_113,no_TMS,compatible,valid,5.662650602409639,382.26506024096386,585.6626506024096,685.8125,896.1927710843373,1.0,805.2650602409639,0.9879518072289156,0.060240963855421686,0.04819277108433735,-28.69388122339829,-24.891135437141777,12.94254948910396,15.470780962965884,513.9277108433735
213,OGWM_113,no_TMS,incompatible,invalid,4.896103896103896,442.90909090909093,762.8831168831168,792.7532467532468,1075.5714285714287,1.0,809.2077922077922,0.9090909090909091,0.23376623376623376,0.3246753246753247,-29.26311327331918,-25.429087500448993,30.470121697568665,42.61240918466751,632.6623376623377
214,OGWM_113,no_TMS,incompatible,neutral,4.125,490.7708333333333,753.7083333333334,835.5625,1042.8333333333333,1.0,795.6666666666666,0.9166666666666666,0.14583333333333334,0.20833333333333334,-13.028770684090674,-29.61392529199576,19.281160089058186,28.183660518843027,552.0625
215,OGWM_113,no_TMS,incompatible,valid,5.826086956521739,400.30434782608694,742.2173913043479,795.8695652173913,1052.7826086956522,1.0,876.1739130434783,0.9565217391304348,0.391304347826087,0.4782608695652174,14.885957351132872,26.586950366064837,43.1542468221442,54.020241733722266,652.4782608695652
216,OGWM_114,PFC_cTBS,compatible,invalid,4.333333333333333,543.3333333333334,744.0833333333334,889.1666666666666,1008.75,1.0,775.125,1.0,0.0,0.0,-44.0295360073088,1.2354676070940016,3.919198155624777,5.178586557069409,465.4166666666667
217,OGWM_114,PFC_cTBS,compatible,neutral,4.333333333333333,520.1666666666666,754.6111111111111,874.5,1041.1666666666667,1.0,806.3518518518518,1.0,0.0,0.018518518518518517,-58.17417264563083,-46.96082787153691,3.550290685694444,9.167571972039218,521.0
218,OGWM_114,PFC_cTBS,compatible,valid,6.333333333333333,506.0617283950617,700.5555555555555,847.325,1028.5432098765432,1.0,737.6172839506173,0.9876543209876543,0.0,0.037037037037037035,-14.878869001054188,-20.313558922809523,5.052834186715019,7.685862930031306,522.4814814814815
219,OGWM_114,PFC_cTBS,incompatible,invalid,4.329268292682927,568.9512195121952,780.9512195121952,927.3170731707318,1095.2317073170732,1.0,807.6829268292682,1.0,0.0,0.024390243902439025,-38.252156609466724,-17.156133082664184,4.443275842175108,8.894221789168059,526.280487804878
220,OGWM_114,PFC_cTBS,incompatible,neutral,4.269230769230769,560.0576923076923,826.1923076923077,957.8076923076923,1137.0,1.0,857.2115384615385,1.0,0.019230769230769232,0.057692307692307696,-3.0293842607917276,-13.009828257817837,8.252557312329394,14.28050289686039,576.9423076923077
221,OGWM_114,PFC_cTBS,incompatible,valid,6.25,592.35,782.35,953.95,1158.15,1.0,810.85,1.0,0.0,0.0,19.430921309938803,54.99851517919892,4.279719207980522,6.203477323815318,565.8
222,OGWM_114,PFC_iTBS,compatible,invalid,7.0,521.4166666666666,720.3333333333334,851.3333333333334,1023.375,1.0,682.9583333333334,1.0,0.041666666666666664,0.041666666666666664,25.80009721254584,69.47107320705221,7.30892911747923,8.188179328034012,501.9583333333333
223,OGWM_114,PFC_iTBS,compatible,neutral,4.294117647058823,462.88235294117646,647.2549019607843,765.1960784313726,952.7058823529412,1.0,629.8823529411765,1.0,0.0,0.0,18.432865938491727,46.51607594389201,4.288437073904419,5.690949558409456,489.8235294117647
224,OGWM_114,PFC_iTBS,compatible,valid,3.6951219512195124,509.1341463414634,722.1341463414634,847.5487804878048,1023.9146341463414,1.0,678.0975609756098,0.975609756097561,0.012195121951219513,0.024390243902439025,-7.22509552145212,0.5702700469265436,5.836732667825836,7.868898989182053,514.780487804878
