subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_125 sess_2 PFC_iTBS 1 1 neutral 2 incompatible 1 left pink R R 1 1455 581 965 1036 1325 d d 1 739
OGWM_125 sess_2 PFC_iTBS 1 2 neutral 2 incompatible 2 right orange U U 1 814 492 526 724 No-drop d d 1 1209
OGWM_125 sess_2 PFC_iTBS 1 3 neutral 2 incompatible 2 right green L L 1 818 10 388 701 817 s s 1 366
OGWM_125 sess_2 PFC_iTBS 1 4 neutral 1 compatible 3 up orange U U 1 1094 581 791 965 1081 d d 1 891
OGWM_125 sess_2 PFC_iTBS 1 5 neutral 1 compatible 3 up orange U U 1 910 557 575 661 811 s s 1 588
OGWM_125 sess_2 PFC_iTBS 1 6 neutral 1 compatible 1 left green L L 1 802 25 401 695 775 d d 1 648
OGWM_125 sess_2 PFC_iTBS 1 7 neutral 1 compatible 1 left green L L 1 886 501 569 777 857 d d 1 531
OGWM_125 sess_2 PFC_iTBS 1 8 neutral 1 compatible 4 down blue D D 1 1076 603 655 897 1065 s s 1 802
OGWM_125 sess_2 PFC_iTBS 1 9 neutral 2 incompatible 3 up pink R R 1 992 9 555 607 891 d d 1 1654
OGWM_125 sess_2 PFC_iTBS 1 10 neutral 2 incompatible 3 up green L L 1 1194 505 557 1041 No-drop s s 1 504
OGWM_125 sess_2 PFC_iTBS 1 11 neutral 2 incompatible 1 left blue D D 1 938 153 453 799 915 d d 1 1456
OGWM_125 sess_2 PFC_iTBS 1 12 neutral 2 incompatible 4 down pink R R 1 836 419 455 593 657 s s 1 762
OGWM_125 sess_2 PFC_iTBS 1 13 neutral 2 incompatible 4 down green L L 1 922 433 485 795 911 s s 1 464
OGWM_125 sess_2 PFC_iTBS 1 14 neutral 2 incompatible 2 right orange U U 1 836 11 463 655 789 d d 1 682
OGWM_125 sess_2 PFC_iTBS 1 15 neutral 2 incompatible 2 right blue D D 1 1014 509 577 819 987 d d 1 898
OGWM_125 sess_2 PFC_iTBS 1 16 neutral 1 compatible 3 up orange U U 1 1198 533 919 1005 1157 s s 1 1076
OGWM_125 sess_2 PFC_iTBS 1 17 neutral 1 compatible 1 left green L L 1 800 295 475 577 659 s s 1 733
OGWM_125 sess_2 PFC_iTBS 1 18 neutral 1 compatible 3 up orange U U 1 862 517 551 655 737 d d 1 756
OGWM_125 sess_2 PFC_iTBS 1 19 neutral 1 compatible 2 right pink R R 1 660 307 325 411 475 d d 1 634
OGWM_125 sess_2 PFC_iTBS 1 20 neutral 1 compatible 1 left green L L 1 1206 549 585 653 1057 s s 1 420
OGWM_125 sess_2 PFC_iTBS 1 21 neutral 1 compatible 4 down blue D D 1 874 449 501 569 685 d d 1 464
OGWM_125 sess_2 PFC_iTBS 1 22 neutral 1 compatible 1 left green L L 1 884 395 429 775 821 s s 1 449
OGWM_125 sess_2 PFC_iTBS 1 23 neutral 2 incompatible 3 up green L L 1 1094 37 257 1001 No-drop s s 1 556
OGWM_125 sess_2 PFC_iTBS 1 24 neutral 1 compatible 1 left green L L 1 660 307 341 479 579 s s 1 617
OGWM_125 sess_2 PFC_iTBS 1 25 neutral 1 compatible 2 right pink R R 1 952 487 521 625 707 d d 1 1533
OGWM_125 sess_2 PFC_iTBS 1 26 neutral 1 compatible 4 down blue D D 1 894 517 551 759 823 d d 1 540
OGWM_125 sess_2 PFC_iTBS 1 27 neutral 1 compatible 3 up orange U U 1 964 507 593 819 953 d d 1 538
OGWM_125 sess_2 PFC_iTBS 1 28 neutral 2 incompatible 4 down green L L 1 828 483 581 667 749 s s 1 769
OGWM_125 sess_2 PFC_iTBS 1 29 neutral 1 compatible 4 down blue D D 1 1016 495 547 825 975 d d 1 638
OGWM_125 sess_2 PFC_iTBS 1 30 neutral 1 compatible 4 down blue D D 1 692 347 365 467 619 d d 1 521
OGWM_125 sess_2 PFC_iTBS 1 31 neutral 2 incompatible 4 down pink R R 1 802 433 485 571 671 s s 1 1064
OGWM_125 sess_2 PFC_iTBS 1 32 neutral 2 incompatible 1 left pink R R 1 1284 827 897 949 1173 s s 1 602
OGWM_125 sess_2 PFC_iTBS 1 33 neutral 2 incompatible 2 right green L L 1 824 455 491 767 813 s s 1 734
OGWM_125 sess_2 PFC_iTBS 1 34 neutral 2 incompatible 3 up blue D D 1 912 439 525 697 No-drop d d 1 773
OGWM_125 sess_2 PFC_iTBS 1 35 neutral 2 incompatible 2 right green L L 1 868 419 455 541 639 s s 1 434
OGWM_125 sess_2 PFC_iTBS 1 36 neutral 2 incompatible 2 right green L L 1 872 439 457 491 739 s s 1 421
