subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_122 sess_1 no_TMS 1 1 neutral 1 compatible 2 right pink R R 1 695 25 254 553 652 s NA 0 9999000
OGWM_122 sess_1 no_TMS 1 2 neutral 1 compatible 1 left green L L 1 618 248 316 439 486 s s 1 463
OGWM_122 sess_1 no_TMS 1 3 neutral 1 compatible 3 up orange U U 1 651 234 328 484 600 s s 1 343
OGWM_122 sess_1 no_TMS 1 4 neutral 1 compatible 4 down blue D D 1 960 319 423 805 No-drop s s 1 326
OGWM_122 sess_1 no_TMS 1 5 neutral 2 incompatible 3 up blue D D 1 1104 303 531 651 873 d d 1 261
OGWM_122 sess_1 no_TMS 1 6 neutral 2 incompatible 3 up green L L 1 1362 153 357 1069 807 s d 0 304
OGWM_122 sess_1 no_TMS 1 7 neutral 2 incompatible 1 left pink R R 1 898 401 437 487 747 d d 1 320
OGWM_122 sess_1 no_TMS 1 8 neutral 2 incompatible 4 down green L L 1 842 57 327 595 661 s d 0 343
OGWM_122 sess_1 no_TMS 1 9 neutral 2 incompatible 3 up green L L 1 808 431 483 725 807 s d 0 310
OGWM_122 sess_1 no_TMS 1 10 neutral 2 incompatible 3 up pink R R 1 728 431 465 535 721 s d 0 334
OGWM_122 sess_1 no_TMS 1 11 neutral 1 compatible 2 right pink R R 1 726 429 457 509 591 d s 0 364
OGWM_122 sess_1 no_TMS 1 12 neutral 1 compatible 4 down blue D D 1 884 459 493 737 737 d d 1 906
OGWM_122 sess_1 no_TMS 1 13 neutral 1 compatible 1 left green L L 1 760 267 319 759 No-drop d s 0 298
OGWM_122 sess_1 no_TMS 1 14 neutral 2 incompatible 1 left blue D  0 Time-out 515 653 1973 1117 d d 1 1625
