subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_101 sess_2 PFC_cTBS 1 1 neutral 2 incompatible 4 down green L L 1 919 596 614 665 748 s s 1 849
OGWM_101 sess_2 PFC_cTBS 1 2 neutral 2 incompatible 2 right blue D D 1 1232 790 808 912 1081 s s 1 771
OGWM_101 sess_2 PFC_cTBS 1 3 neutral 1 compatible 1 left green L L 1 995 562 598 650 732 s s 1 689
OGWM_101 sess_2 PFC_cTBS 1 4 neutral 1 compatible 4 down blue D D 1 724 355 373 459 695 s s 1 762
OGWM_101 sess_2 PFC_cTBS 1 5 neutral 2 incompatible 4 down green L L 1 1058 537 555 589 859 s s 1 1055
OGWM_101 sess_2 PFC_cTBS 1 6 neutral 1 compatible 2 right pink R R 1 876 347 365 418 695 s s 1 754
OGWM_101 sess_2 PFC_cTBS 1 7 neutral 2 incompatible 3 up pink R R 1 1834 881 949 1019 1101 s s 1 760
OGWM_101 sess_2 PFC_cTBS 1 8 neutral 2 incompatible 4 down pink R R 1 1168 607 625 659 1009 d d 1 685
OGWM_101 sess_2 PFC_cTBS 1 9 neutral 1 compatible 3 up orange U U 1 680 359 377 461 559 s s 1 831
OGWM_101 sess_2 PFC_cTBS 1 10 neutral 1 compatible 4 down blue D D 1 948 211 501 639 875 d d 1 961
OGWM_101 sess_2 PFC_cTBS 1 11 neutral 2 incompatible 4 down orange U L 0 1738 961 1037 No-move 1455 s s 1 759
OGWM_101 sess_2 PFC_cTBS 1 12 neutral 1 compatible 2 right pink R R 1 840 383 401 677 827 d d 1 725
OGWM_101 sess_2 PFC_cTBS 1 13 neutral 2 incompatible 3 up green L L 1 1510 1045 1081 1341 1507 d d 1 876
OGWM_101 sess_2 PFC_cTBS 1 14 neutral 2 incompatible 1 left pink R R 1 1408 559 629 967 1243 d d 1 806
OGWM_101 sess_2 PFC_cTBS 1 15 neutral 1 compatible 3 up orange U U 1 1236 27 781 833 1069 d d 1 665
OGWM_101 sess_2 PFC_cTBS 1 16 neutral 2 incompatible 1 left orange U U 1 1006 669 687 773 871 d d 1 843
OGWM_101 sess_2 PFC_cTBS 1 17 neutral 1 compatible 4 down blue D D 1 904 511 529 615 697 d d 1 1469
OGWM_101 sess_2 PFC_cTBS 1 18 neutral 2 incompatible 2 right orange U U 1 1538 473 491 1375 895 s s 1 784
OGWM_101 sess_2 PFC_cTBS 1 19 neutral 1 compatible 1 left green L L 1 758 341 359 639 739 s s 1 619
OGWM_101 sess_2 PFC_cTBS 1 20 neutral 2 incompatible 1 left blue D D 1 986 545 579 717 869 s s 1 639
OGWM_101 sess_2 PFC_cTBS 1 21 neutral 1 compatible 2 right pink R R 1 980 411 429 481 563 d d 1 754
OGWM_101 sess_2 PFC_cTBS 1 22 neutral 1 compatible 3 up orange U U 1 1018 649 701 753 869 s s 1 919
OGWM_101 sess_2 PFC_cTBS 1 23 neutral 1 compatible 2 right pink R R 1 1154 577 611 955 1055 s s 1 823
OGWM_101 sess_2 PFC_cTBS 1 24 neutral 1 compatible 1 left green L L 1 852 547 565 617 699 d d 1 947
OGWM_101 sess_2 PFC_cTBS 1 25 neutral 2 incompatible 1 left pink R R 1 868 507 525 593 641 d d 1 585
OGWM_101 sess_2 PFC_cTBS 1 26 neutral 1 compatible 2 right pink R R 1 1048 591 609 929 1011 s s 1 702
OGWM_101 sess_2 PFC_cTBS 1 27 neutral 1 compatible 4 down blue D D 1 688 375 393 461 577 d d 1 630
OGWM_101 sess_2 PFC_cTBS 1 28 neutral 2 incompatible 3 up pink R R 1 1076 579 597 647 919 s s 1 1025
OGWM_101 sess_2 PFC_cTBS 1 29 neutral 2 incompatible 1 left pink R R 1 1022 507 537 899 981 d d 1 828
OGWM_101 sess_2 PFC_cTBS 1 30 neutral 1 compatible 3 up orange U U 1 898 433 451 751 851 s s 1 735
OGWM_101 sess_2 PFC_cTBS 1 31 neutral 1 compatible 3 up orange U U 1 808 415 451 641 773 d d 1 390
OGWM_101 sess_2 PFC_cTBS 1 32 neutral 2 incompatible 1 left pink R R 1 1158 653 769 959 1041 d d 1 803
OGWM_101 sess_2 PFC_cTBS 1 33 neutral 1 compatible 2 right pink R R 1 938 561 579 647 847 s s 1 751
OGWM_101 sess_2 PFC_cTBS 1 34 neutral 2 incompatible 4 down pink R R 1 928 511 529 563 645 d d 1 813
OGWM_101 sess_2 PFC_cTBS 1 35 neutral 2 incompatible 3 up pink R R 1 948 603 621 671 755 d d 1 769
OGWM_101 sess_2 PFC_cTBS 1 36 neutral 2 incompatible 2 right green L L 1 1762 871 907 1149 1197 d d 1 767
OGWM_101 sess_2 PFC_cTBS 2 1 invalid 1 compatible 4 down blue D D 1 926 381 397 433 719 s s 1 803
OGWM_101 sess_2 PFC_cTBS 2 2 invalid 2 incompatible 4 down pink R R 1 849 544 562 614 678 s s 1 1463
OGWM_101 sess_2 PFC_cTBS 2 3 invalid 2 incompatible 2 right green L L 1 1084 611 663 957 1073 d d 1 641
OGWM_101 sess_2 PFC_cTBS 2 4 invalid 1 compatible 2 right pink R R 1 838 501 519 587 653 d d 1 804
OGWM_101 sess_2 PFC_cTBS 2 5 invalid 1 compatible 4 down blue D D 1 898 561 579 665 747 d d 1 792
OGWM_101 sess_2 PFC_cTBS 2 6 invalid 1 compatible 1 left green L L 1 886 549 567 635 701 d d 1 732
OGWM_101 sess_2 PFC_cTBS 2 7 invalid 2 incompatible 4 down green L L 1 1030 589 607 917 1015 s s 1 683
OGWM_101 sess_2 PFC_cTBS 2 8 invalid 2 incompatible 3 up blue D D 1 1182 573 591 1003 1171 s s 1 964
OGWM_101 sess_2 PFC_cTBS 2 9 invalid 2 incompatible 1 left pink R R 1 932 555 589 657 705 d d 1 945
OGWM_101 sess_2 PFC_cTBS 2 10 invalid 2 incompatible 2 right green L L 1 1098 737 771 979 1095 d d 1 672
OGWM_101 sess_2 PFC_cTBS 2 11 invalid 2 incompatible 4 down orange U U 1 1164 723 739 791 889 d d 1 449
OGWM_101 sess_2 PFC_cTBS 2 12 invalid 2 incompatible 2 right orange U U 1 1078 717 735 839 869 s s 1 770
OGWM_101 sess_2 PFC_cTBS 2 13 invalid 2 incompatible 1 left pink R R 1 1034 569 605 811 893 d d 1 968
OGWM_101 sess_2 PFC_cTBS 2 14 invalid 2 incompatible 1 left blue D D 1 1024 559 577 887 1003 s s 1 638
OGWM_101 sess_2 PFC_cTBS 2 15 invalid 2 incompatible 4 down orange U U 1 1220 931 947 1017 1099 d d 1 728
OGWM_101 sess_2 PFC_cTBS 2 16 invalid 2 incompatible 2 right blue D D 1 1034 699 707 827 993 d d 1 672
OGWM_101 sess_2 PFC_cTBS 2 17 invalid 2 incompatible 4 down green L L 1 1708 1067 1101 1319 1563 s s 1 881
OGWM_101 sess_2 PFC_cTBS 2 18 invalid 2 incompatible 4 down orange U U 1 1244 763 781 1087 1203 d d 1 873
OGWM_101 sess_2 PFC_cTBS 2 19 invalid 2 incompatible 3 up blue D D 1 1246 741 759 1069 1219 s s 1 907
OGWM_101 sess_2 PFC_cTBS 2 20 invalid 1 compatible 3 up orange U U 1 1166 781 799 885 931 d d 1 459
OGWM_101 sess_2 PFC_cTBS 2 21 invalid 2 incompatible 3 up blue D D 1 992 639 657 741 945 d d 1 677
