,subject,target,TrialType,BlockType,block,move_init_bound_msecRT,enter_box_msecRT,velocity_drop_msecRT,msecRT,ACC,probemsecRT,probeACC,corrected_movements,corrected_movements_1_4,movement_angle,movement_angle_1_4,movement_angle_difference,movement_angle_difference_1_4,movement_time_msecRT,trial_count,correction_proportion,correction_proportion_1_4
88,OGWM_106,no_TMS,incompatible,neutral,214,28424.0,40698.0,42791.0,52288.0,52,36426,45,2.0,6.0,-310.7448542672981,871.2099281045178,573.9507097334827,871.0123214454579,23864.0,54.0,0.037037037037037035,0.1111111111111111
89,OGWM_106,no_TMS,incompatible,valid,112,11039.0,18395.0,18124.0,23311.0,24,18550,24,3.0,7.0,-529.9462327838479,-172.54452770751502,483.41867565907046,1023.82361189514,12272.0,24.0,0.125,0.2916666666666667
90,OGWM_107,PFC_cTBS,compatible,invalid,153,12261.0,21239.0,21221.0,26573.0,23,16762,23,6.0,5.0,-1139.7802801717546,-1192.8674286966718,726.0807083979684,698.4280248798241,14312.0,24.0,0.25,0.20833333333333334
91,OGWM_107,PFC_cTBS,compatible,neutral,102,27654.0,40242.0,45012.0,52940.0,52,37583,52,5.0,5.0,1488.2174769242058,1761.6791389602795,1073.2887472722266,1174.4761670957419,25286.0,54.0,0.09259259259259259,0.09259259259259259
92,OGWM_107,PFC_cTBS,compatible,valid,475,35395.0,55869.0,58971.0,73316.0,75,57462,74,8.0,12.0,-2386.769623467741,-396.44318150192686,1158.2070809855531,1598.1364517593952,37921.0,84.0,0.09523809523809523,0.14285714285714285
93,OGWM_107,PFC_cTBS,incompatible,invalid,519,40814.0,73322.0,72604.0,91232.0,78,60859,73,25.0,31.0,-775.6302902129019,-1926.0953282779285,3444.220608165846,4161.8524684520025,50418.0,84.0,0.2976190476190476,0.36904761904761907
94,OGWM_107,PFC_cTBS,incompatible,neutral,105,28137.0,43111.0,45082.0,56102.0,52,41403,52,4.0,8.0,-996.8692408766937,-1063.852404868304,903.5325385734965,1358.7324651447489,27965.0,54.0,0.07407407407407407,0.14814814814814814
95,OGWM_107,PFC_cTBS,incompatible,valid,138,10496.0,17004.0,18126.0,22796.0,22,16953,22,3.0,4.0,-584.3814789679784,-593.4713576993224,364.72873459440564,474.18223336179176,12300.0,24.0,0.125,0.16666666666666666
96,OGWM_107,PFC_iTBS,compatible,invalid,120,12632.0,18112.0,19468.0,24572.0,24,19891,24,1.0,1.0,-823.9695491308753,-492.3442790004202,266.2857944002856,322.13792319861875,11940.0,24.0,0.041666666666666664,0.041666666666666664
97,OGWM_107,PFC_iTBS,compatible,neutral,238,26091.0,39103.0,43025.0,51406.0,50,40544,47,1.0,3.0,-252.29362209472174,942.6483390091967,517.6145078407307,815.0382576548243,25315.0,54.0,0.018518518518518517,0.05555555555555555
98,OGWM_107,PFC_iTBS,compatible,valid,432,41137.0,62569.0,66939.0,80894.0,81,65314,76,4.0,5.0,1045.8325274568572,737.6097913288163,876.6361686703684,1141.697862227466,39757.0,85.0,0.047058823529411764,0.058823529411764705
99,OGWM_107,PFC_iTBS,incompatible,invalid,397,45819.0,72887.0,77067.0,94327.0,80,69328,79,14.0,18.0,1286.2497547544433,1656.5024814299163,1809.8642766184696,2623.5788867895862,48508.0,84.0,0.16666666666666666,0.21428571428571427
100,OGWM_107,PFC_iTBS,incompatible,neutral,238,27695.0,46003.0,49308.0,58667.0,51,39753,50,9.0,14.0,-1071.6713809341522,-1249.3475942287487,1492.3726881363382,2263.10267733644,30972.0,54.0,0.16666666666666666,0.25925925925925924
101,OGWM_107,PFC_iTBS,incompatible,valid,110,11076.0,19538.0,16562.0,25233.0,22,16646,22,6.0,10.0,951.9424373171126,1148.504443352389,931.8487520362211,1201.617858746006,14157.0,23.0,0.2608695652173913,0.43478260869565216
102,OGWM_107,no_TMS,compatible,invalid,91,10619.0,14345.0,14706.0,20290.0,21,13610,21,1.0,1.0,-425.10643631211786,-1131.8979807737019,170.46841179920216,225.91774461103273,9671.0,22.0,0.045454545454545456,0.045454545454545456
103,OGWM_107,no_TMS,compatible,neutral,275,26800.0,41572.0,38844.0,52910.0,51,35353,46,7.0,9.0,-1584.0580021167389,-1415.1783667169161,957.4242638236627,1229.8670371232265,26110.0,54.0,0.12962962962962962,0.16666666666666666
104,OGWM_107,no_TMS,compatible,valid,433,37923.0,59261.0,60126.0,77630.0,81,51360,81,5.0,8.0,-450.233475095366,28.557275099985446,1027.6114528270293,1380.6935536877927,39707.0,85.0,0.058823529411764705,0.09411764705882353
105,OGWM_107,no_TMS,incompatible,invalid,340,43404.0,64988.0,57537.0,81971.0,81,52075,79,9.0,11.0,996.1645268320892,2130.4530006552036,1407.6419549317698,1772.3756151088107,38567.0,86.0,0.10465116279069768,0.12790697674418605
106,OGWM_107,no_TMS,incompatible,neutral,248,24835.0,41317.0,41723.0,53078.0,48,31194,45,11.0,13.0,-470.1132910843463,-752.5694713597834,1432.6276958838262,1697.6905238459617,28243.0,54.0,0.2037037037037037,0.24074074074074073
107,OGWM_107,no_TMS,incompatible,valid,115,10602.0,17084.0,15354.0,22530.0,21,14404,20,4.0,5.0,-1109.8138269741034,-1100.3211716411654,504.75277901145716,518.5340492563563,11928.0,23.0,0.17391304347826086,0.21739130434782608
