subject session target block trial BlockType CurrentCondition TrialType CurrentSampleIndex CurrentSample cueColor correctResp Resp ACC msecRT move_init_msecRT move_init_bound_msecRT enter_box_msecRT velocity_drop_msecRT correctProbeResp probeResp probeACC probemsecRT 
OGWM_101 sess_3 PFC_iTBS 1 1 neutral 2 incompatible 4 down green L L 1 1681 509 527 1169 1478 d d 1 516
OGWM_101 sess_3 PFC_iTBS 1 2 neutral 2 incompatible 1 left orange U U 1 967 622 656 760 824 s s 1 764
OGWM_101 sess_3 PFC_iTBS 1 3 neutral 1 compatible 2 right pink R R 1 893 412 446 655 702 s s 1 562
OGWM_101 sess_3 PFC_iTBS 1 4 neutral 1 compatible 4 down blue D D 1 842 385 419 557 639 d d 1 703
OGWM_101 sess_3 PFC_iTBS 1 5 neutral 1 compatible 2 right pink R R 1 746 385 419 489 571 d d 1 575
OGWM_101 sess_3 PFC_iTBS 1 6 neutral 2 incompatible 2 right orange U U 1 1136 503 761 847 911 d d 1 845
OGWM_101 sess_3 PFC_iTBS 1 7 neutral 1 compatible 1 left green L L 1 714 377 411 463 545 s s 1 799
OGWM_101 sess_3 PFC_iTBS 1 8 neutral 2 incompatible 1 left blue D D 1 1470 581 615 1235 1367 d d 1 811
OGWM_101 sess_3 PFC_iTBS 1 9 neutral 1 compatible 3 up orange U U 1 1114 625 693 917 1017 d d 1 495
OGWM_101 sess_3 PFC_iTBS 1 10 neutral 1 compatible 3 up orange U U 1 754 409 485 553 653 s s 1 456
OGWM_101 sess_3 PFC_iTBS 1 11 neutral 1 compatible 2 right pink R R 1 956 491 527 869 No-drop d d 1 618
OGWM_101 sess_3 PFC_iTBS 1 12 neutral 1 compatible 2 right pink R R 1 760 303 339 649 749 s s 1 742
OGWM_101 sess_3 PFC_iTBS 1 13 neutral 2 incompatible 1 left orange U U 1 1670 549 585 1563 941 s s 1 493
OGWM_101 sess_3 PFC_iTBS 1 14 neutral 2 incompatible 4 down pink R R 1 1334 293 383 1107 587 s s 1 573
OGWM_101 sess_3 PFC_iTBS 1 15 neutral 1 compatible 3 up orange U U 1 868 251 453 711 711 s s 1 482
OGWM_101 sess_3 PFC_iTBS 1 16 neutral 2 incompatible 4 down orange U U 1 926 573 607 675 757 d d 1 514
OGWM_101 sess_3 PFC_iTBS 1 17 neutral 2 incompatible 1 left orange U U 1 1100 571 607 933 1031 s s 1 394
OGWM_101 sess_3 PFC_iTBS 1 18 neutral 2 incompatible 4 down orange U U 1 938 577 611 681 849 d d 1 743
OGWM_101 sess_3 PFC_iTBS 1 19 neutral 1 compatible 4 down blue D D 1 1144 551 673 879 927 s s 1 678
OGWM_101 sess_3 PFC_iTBS 1 20 neutral 2 incompatible 3 up pink R R 1 874 497 531 583 699 d d 1 655
OGWM_101 sess_3 PFC_iTBS 1 21 neutral 1 compatible 2 right pink R R 1 1266 361 379 535 719 d d 1 641
OGWM_101 sess_3 PFC_iTBS 1 22 neutral 1 compatible 3 up orange U U 1 918 557 591 679 777 s s 1 572
OGWM_101 sess_3 PFC_iTBS 1 23 neutral 1 compatible 1 left green L L 1 788 315 365 657 No-drop d d 1 552
OGWM_101 sess_3 PFC_iTBS 1 24 neutral 1 compatible 2 right pink R R 1 1010 177 499 569 753 d d 1 1223
OGWM_101 sess_3 PFC_iTBS 1 25 neutral 2 incompatible 4 down orange U U 1 892 243 457 667 853 s s 1 658
OGWM_101 sess_3 PFC_iTBS 1 26 neutral 1 compatible 3 up orange U U 1 1056 15 51 761 827 s s 1 452
OGWM_101 sess_3 PFC_iTBS 1 27 neutral 2 incompatible 1 left blue D D 1 1160 711 747 851 985 s s 1 398
OGWM_101 sess_3 PFC_iTBS 1 28 neutral 2 incompatible 3 up pink R R 1 1068 227 721 791 907 s s 1 634
OGWM_101 sess_3 PFC_iTBS 1 29 neutral 2 incompatible 3 up pink R R 1 856 487 521 591 671 s s 1 517
OGWM_101 sess_3 PFC_iTBS 1 30 neutral 2 incompatible 3 up pink R R 1 1038 517 553 621 719 d d 1 588
OGWM_101 sess_3 PFC_iTBS 1 31 neutral 2 incompatible 1 left orange U U 1 938 513 549 669 735 d d 1 521
OGWM_101 sess_3 PFC_iTBS 1 32 neutral 1 compatible 1 left green L L 1 1098 25 709 795 885 s s 1 632
OGWM_101 sess_3 PFC_iTBS 1 33 neutral 1 compatible 4 down blue D D 1 934 405 529 631 731 d d 1 875
OGWM_101 sess_3 PFC_iTBS 1 34 neutral 2 incompatible 4 down pink R R 1 1014 45 577 801 917 d d 1 1204
OGWM_101 sess_3 PFC_iTBS 1 35 neutral 2 incompatible 2 right orange U U 1 1250 769 941 1027 1125 d d 1 1073
OGWM_101 sess_3 PFC_iTBS 1 36 neutral 1 compatible 2 right pink R R 1 684 315 349 451 549 s s 1 1241
